Ticker: IBM  Created on: 11/9/2016 9:30:09 PM
Date,Open,High,Low,Close,Volume,AdjustedClose,Dividend,SplitFactor,VWAP, ShareOutstanding
20160205, 127.220001, 128.639999, 125.849998, 128.570007, 7177700, 123.85059, 0, 1, 125.5352955, -999
20160204, 125.080002, 128.5, 125, 127.650002, 5266500, 122.964355, 0, 1, 124.0221785, -999
20160203, 123.989998, 125.449997, 122.290001, 124.720001, 6223500, 120.141906, 0, 1, 122.065952, -999
20160202, 123.669998, 124.139999, 122.639999, 122.940002, 3287300, 118.427246, 0, 1, 121.048622, -999
20160201, 124.400002, 125.290001, 123.709999, 124.830002, 3574900, 120.247869, 0, 1, 122.3239355, -999
20160129, 123.279999, 124.790001, 122.959999, 124.790001, 8248100, 120.209336, 0, 1, 121.7446675, -999
20160128, 121.260002, 122.830002, 121.010002, 122.220001, 3942500, 117.733674, 0, 1, 119.496838, -999
20160127, 122.730003, 123.370003, 120.650002, 120.959999, 5026400, 116.519922, 0, 1, 119.6249625, -999
20160126, 122.25, 123.610001, 122.239998, 122.589996, 4617800, 118.090087, 0, 1, 120.1700435, -999
20160125, 122.099998, 124.230003, 121.639999, 122.080002, 5446000, 117.598813, 0, 1, 119.8494055, -999
20160122, 124.669998, 124.739998, 121.769997, 122.5, 9238400, 118.003394, 0, 1, 121.336696, -999
20160121, 121.300003, 125.099998, 120.580002, 122.910004, 8851600, 118.398348, 0, 1, 119.8491755, -999
20160120, 118.459999, 123.989998, 118, 121.860001, 16157800, 117.386888, 0, 1, 117.9234435, -999
20160119, 130.110001, 132.100006, 128.059998, 128.110001, 9979600, 123.407469, 0, 1, 126.758735, -999
20160115, 130.009995, 130.880005, 128.869995, 130.029999, 8895400, 125.25699, 0, 1, 127.6334925, -999
20160114, 131.929993, 133.789993, 131.220001, 132.910004, 5709600, 128.031278, 0, 1, 129.9806355, -999
20160113, 133.5, 134.279999, 131.100006, 131.169998, 4700100, 126.355143, 0, 1, 129.9275715, -999
20160112, 133.649994, 133.779999, 131.130005, 132.899994, 5078700, 128.021636, 0, 1, 130.835815, -999
20160111, 131.809998, 133.820007, 131.759995, 133.229996, 4974400, 128.339524, 0, 1, 130.074761, -999
20160108, 133.179993, 133.820007, 131.320007, 131.630005, 4762700, 126.798264, 0, 1, 129.9891285, -999
20160107, 133.699997, 135.020004, 132.429993, 132.860001, 7025800, 127.983111, 0, 1, 130.841554, -999
20160106, 134.380005, 135.580002, 133.619995, 135.169998, 4310900, 130.208315, 0, 1, 132.29416, -999
20160105, 136.759995, 136.889999, 134.850006, 135.850006, 3924800, 130.863362, 0, 1, 133.8116785, -999
20160104, 135.600006, 135.970001, 134.240005, 135.949997, 5229400, 130.959683, 0, 1, 133.2798445, -999
20151231, 139.070007, 139.100006, 137.570007, 137.619995, 3443300, 132.56838, 0, 1, 135.8191935, -999
20151230, 139.580002, 140.440002, 139.220001, 139.339996, 2989400, 134.225245, 0, 1, 136.9026235, -999
20151229, 138.25, 140.059998, 138.199997, 139.779999, 3943700, 134.649097, 0, 1, 136.4495485, -999
20151228, 137.740005, 138.039993, 136.539993, 137.610001, 3143400, 132.558753, 0, 1, 135.149379, -999
20151224, 138.429993, 138.880005, 138.110001, 138.25, 1495200, 133.175259, 0, 1, 135.802626, -999
20151223, 138.300003, 139.309998, 138.110001, 138.539993, 5164900, 133.454608, 0, 1, 135.8773055, -999
20151222, 135.880005, 138.190002, 135.649994, 137.929993, 4263800, 132.866999, 0, 1, 134.373502, -999
20151221, 135.830002, 135.830002, 134.020004, 135.5, 5617500, 130.526204, 0, 1, 133.178103, -999
20151218, 136.410004, 136.960007, 134.270004, 134.899994, 10026100, 129.948222, 0, 1, 133.179113, -999
20151217, 139.350006, 139.5, 136.309998, 136.75, 4089500, 131.73032, 0, 1, 135.540163, -999
20151216, 139.119995, 139.649994, 137.789993, 139.289993, 4345500, 134.177078, 0, 1, 136.6485365, -999
20151215, 137.399994, 138.970001, 137.279999, 137.789993, 4238500, 132.732138, 0, 1, 135.066066, -999
20151214, 135.309998, 136.139999, 134.020004, 135.929993, 5143800, 130.940413, 0, 1, 133.1252055, -999
20151211, 135.229996, 135.440002, 133.910004, 134.570007, 5333800, 129.630348, 0, 1, 132.430172, -999
20151210, 137.029999, 137.850006, 135.720001, 136.779999, 4754800, 131.759218, 0, 1, 134.3946085, -999
20151209, 137.380005, 139.839996, 136.229996, 136.610001, 4615000, 131.595459, 0, 1, 134.487732, -999
20151208, 138.279999, 139.059998, 137.529999, 138.050003, 3905200, 132.982604, 0, 1, 135.6313015, -999
20151207, 140.160004, 140.410004, 138.809998, 139.550003, 3279400, 134.427543, 0, 1, 137.2937735, -999
20151204, 138.089996, 141.020004, 137.990005, 140.429993, 4571600, 135.275231, 0, 1, 136.6826135, -999
20151203, 140.100006, 140.729996, 138.190002, 138.919998, 5909600, 133.820664, 0, 1, 136.960335, -999
20151202, 140.929993, 141.210007, 139.5, 139.699997, 3725400, 134.572031, 0, 1, 137.751012, -999
20151201, 139.580002, 141.399994, 139.580002, 141.279999, 4195100, 136.094036, 0, 1, 137.837019, -999
20151130, 138.610001, 139.899994, 138.520004, 139.419998, 4545600, 134.302311, 0, 1, 136.456156, -999
20151127, 138, 138.809998, 137.210007, 138.460007, 1415800, 133.377557, 0, 1, 135.6887785, -999
20151125, 138.369995, 138.429993, 137.380005, 138, 3238200, 132.934436, 0, 1, 135.6522155, -999
20151124, 137.649994, 139.339996, 137.309998, 138.600006, 3407700, 133.512418, 0, 1, 135.581206, -999
20151123, 138.529999, 138.869995, 137.119995, 138.460007, 5137900, 133.377557, 0, 1, 135.953778, -999
20151120, 137.369995, 138.919998, 137.25, 138.5, 5176400, 133.416083, 0, 1, 135.393039, -999
20151119, 136.210007, 137.740005, 136.009995, 136.740005, 4753600, 131.720692, 0, 1, 133.9653495, -999
20151118, 134.789993, 135.910004, 134.259995, 135.820007, 4149200, 130.834464, 0, 1, 132.8122285, -999
